,Homo_Holozoa_NP_002940.2_39S_ribosomal_protein_L12_mitochondrial,Arabidopsis_Streptophyta_AED95348.1_Ribosomal_protein_L14p-L23e_family_protein,,,,Toxoplasma_Apicomplexa_XP_018636549.1_mitochondrial_large_subunit_ribosomal_protein
,Homo_Holozoa_NP_001287662.1_39S_ribosomal_protein_L9_mitochondrial_isoform_2,Arabidopsis_Streptophyta_AED95807.1_thiamine-phosphate_synthase,,,,Toxoplasma_Apicomplexa_XP_018637406.1_50S_ribosomal_protein_L21_putative
,Homo_Holozoa_NP_057151.1_28S_ribosomal_protein_S18c_mitochondrial_isoform_1,Arabidopsis_Streptophyta_AED96300.1_Ribosomal_protein_L9-RNase_H1,,,,Toxoplasma_Apicomplexa_XP_018638304.1
,Homo_Holozoa_NP_001284696.1_28S_ribosomal_protein_S18c_mitochondrial_isoform_2,Arabidopsis_Streptophyta_AED97127.1_28S_ribosomal_S34_protein,,,,Saccharomyces_Holomycota_NP_010321.1_Ehd3p
,Homo_Holozoa_NP_061870.1_28S_ribosomal_protein_S21_mitochondrial,Arabidopsis_Streptophyta_AED97588.1_ribosomal_protein_L20_mS45,,,,Saccharomyces_Holomycota_NP_010326.1_mitochondrial_37S_ribosomal_protein_RSM10
,Homo_Holozoa_NP_115867.2_39S_ribosomal_protein_L38_mitochondrial,Arabidopsis_Streptophyta_AED97711.1,,,,Saccharomyces_Holomycota_NP_010401.1_mitochondrial_54S_ribosomal_protein_MRPL1
,Homo_Holozoa_NP_001305080.1_39S_ribosomal_protein_L40_mitochondrial_isoform_2,Arabidopsis_Streptophyta_AED97932.1_Ribosomal_protein_L17_family_protein,,,,Saccharomyces_Holomycota_NP_010608.1_mitochondrial_54S_ribosomal_protein_YmL35
,Homo_Holozoa_NP_789763.1_39S_ribosomal_protein_L43_mitochondrial_isoform_c,Arabidopsis_Streptophyta_AED98272.1_Ribosomal_protein_L25-Gln-tRNA_synthetase_anti-codon-binding_domain-containing_protein,,,,Saccharomyces_Holomycota_NP_010634.3_mitochondrial_37S_ribosomal_protein_MRP1
,Homo_Holozoa_NP_789764.1_39S_ribosomal_protein_L43_mitochondrial_isoform_d,Arabidopsis_Streptophyta_AEE28358.1_Ribosomal_L18p-L5e_family_protein,,,,Saccharomyces_Holomycota_NP_011447.1_mitochondrial_nucleoid_protein_MNP1
,Homo_Holozoa_NP_115488.2_39S_ribosomal_protein_L43_mitochondrial_isoform_a,Arabidopsis_Streptophyta_AEE28359.1_Ribosomal_L18p-L5e_family_protein,,,,Saccharomyces_Holomycota_NP_011731.3_mitochondrial_37S_ribosomal_protein_RSM27
,Homo_Holozoa_NP_001295325.1_39S_ribosomal_protein_L43_mitochondrial_isoform_e,Arabidopsis_Streptophyta_AEE29192.1_decoy,,,,Saccharomyces_Holomycota_NP_012439.2_mitochondrial_54S_ribosomal_protein_YmL49
,Homo_Holozoa_XP_016872279.1_39S_ribosomal_protein_L43_mitochondrial_isoform_X1,Arabidopsis_Streptophyta_AEE29491.1_Ribosomal_protein_L20,,,,Saccharomyces_Holomycota_NP_012472.1_mitochondrial_54S_ribosomal_protein_YmL8
,Homo_Holozoa_NP_075066.1_39S_ribosomal_protein_L44_mitochondrial,Arabidopsis_Streptophyta_AEE29606.1_Ribosomal_protein_L14p-L23e_family_protein,,,,Saccharomyces_Holomycota_NP_013737.1_mitochondrial_54S_ribosomal_protein_YmL3
,Homo_Holozoa_NP_115727.5_39S_ribosomal_protein_L45_mitochondrial_isoform_1,Arabidopsis_Streptophyta_AEE30726.1_Ribosomal_L32p_protein_family,,,,Saccharomyces_Holomycota_NP_014393.1_mitochondrial_54S_ribosomal_protein_YmL2
,Homo_Holozoa_NP_001265208.2_39S_ribosomal_protein_L45_mitochondrial_isoform_2,Arabidopsis_Streptophyta_AEE32150.1,,,,Saccharomyces_Holomycota_NP_014419.1_mitochondrial_54S_ribosomal_protein_MRPL50
,Homo_Holozoa_NP_851821.1_39S_ribosomal_protein_L52_mitochondrial_isoform_d,Arabidopsis_Streptophyta_AEE34931.1_Ribosomal_L32p_protein_family,,,,
,Homo_Holozoa_NP_851313.1_39S_ribosomal_protein_L52_mitochondrial_isoform_c,Arabidopsis_Streptophyta_AEE35030.1_ribosomal_protein_L7-L12_domain-containing_protein,,,,
,Homo_Holozoa_NP_001305799.1_39S_ribosomal_protein_L52_mitochondrial_isoform_f,Arabidopsis_Streptophyta_AEE36428.1_S15-NS1_RNA-binding_protein,,,,
,Homo_Holozoa_NP_851824.1_39S_ribosomal_protein_L52_mitochondrial_isoform_e,Arabidopsis_Streptophyta_AEE74299.1_IGR_motif_protein,,,,
,Homo_Holozoa_XP_005267382.1_39S_ribosomal_protein_L52_mitochondrial_isoform_X1,Arabidopsis_Streptophyta_AEE74334.1_Ribosomal_protein_L12-_ATP-dependent_Clp_protease_adaptor_protein_ClpS_family_protein,,,,
,Homo_Holozoa_XP_005247697.1_28S_ribosomal_protein_S22_mitochondrial_isoform_X1,Arabidopsis_Streptophyta_AEE75431.1_Ribosomal_protein_L34,,,,
,Homo_Holozoa_XP_006713766.1_28S_ribosomal_protein_S22_mitochondrial_isoform_X2,Arabidopsis_Streptophyta_AEE75432.1_Ribosomal_protein_L34,,,,
,Homo_Holozoa_XP_011511297.1_28S_ribosomal_protein_S22_mitochondrial_isoform_X3,Arabidopsis_Streptophyta_AEE76142.1_Translation_elongation_factor_EF1B-ribosomal_protein_S6_family_protein,,,,
,Homo_Holozoa_XP_011511298.1_28S_ribosomal_protein_S22_mitochondrial_isoform_X4,Arabidopsis_Streptophyta_AEE76143.1_Translation_elongation_factor_EF1B-ribosomal_protein_S6_family_protein,,,,
,Homo_Holozoa_NP_001186779.1_28S_ribosomal_protein_S29_mitochondrial_isoform_2,Arabidopsis_Streptophyta_AEE76163.1_Nucleic_acid-binding_OB-fold-like_protein,,,,
,Homo_Holozoa_NP_001186780.1_28S_ribosomal_protein_S29_mitochondrial_isoform_3,Arabidopsis_Streptophyta_AEE76350.1_Ribosomal_L18p-L5e_family_protein,,,,
,Homo_Holozoa_XP_016857778.1_28S_ribosomal_protein_S29_mitochondrial_isoform_X2,Arabidopsis_Streptophyta_AEE76641.1_Ribosomal_L18p-L5e_family_protein,,,,
,Homo_Holozoa_XP_016857783.1_28S_ribosomal_protein_S29_mitochondrial_isoform_X5,Arabidopsis_Streptophyta_AEE77980.1_Ribosomal_L18p-L5e_family_protein,,,,
,Homo_Holozoa_XP_016857784.1_28S_ribosomal_protein_S29_mitochondrial_isoform_X6,Arabidopsis_Streptophyta_AEE79950.1_mitochondrial_ribosomal_protein_L51-S25-CI-B8_family_protein,,,,
,Homo_Holozoa_NP_001287829.1_28S_ribosomal_protein_S34_mitochondrial_isoform_1,Arabidopsis_Streptophyta_AEE82712.2_Mitochondrial_ribosomal_protein_L27,,,,
,Homo_Holozoa_XP_016879084.1_28S_ribosomal_protein_S34_mitochondrial_isoform_X1,Arabidopsis_Streptophyta_AEE83031.1_Ribosomal_protein_L19_family_protein,,,,
,Homo_Holozoa_NP_001177793.1_28S_ribosomal_protein_S35_mitochondrial_isoform_2_precursor,Arabidopsis_Streptophyta_AEE84407.1_copper_ion-binding_protein,,,,
,Homo_Holozoa_XP_016875269.1_28S_ribosomal_protein_S35_mitochondrial_isoform_X1,Arabidopsis_Streptophyta_AEE84456.1_Ribosomal_protein_S24-S35,,,,
,Homo_Holozoa_XP_011539972.1_aurora_kinase_A-interacting_protein_isoform_X1,Arabidopsis_Streptophyta_AEE84785.1_Ribosomal_protein_L25-Gln-tRNA_synthetase_anti-codon-binding_domain-containing_protein,,,,
,Homo_Holozoa_XP_024303692.1_aurora_kinase_A-interacting_protein_isoform_X2,Arabidopsis_Streptophyta_AEE84786.1_Ribosomal_protein_L25-Gln-tRNA_synthetase_anti-codon-binding_domain-containing_protein,,,,
,Homo_Holozoa_NP_683685.1_39S_ribosomal_protein_L10_mitochondrial_isoform_b,Arabidopsis_Streptophyta_AEE85473.1_Ribosomal_protein_L22p-L17e_family_protein,,,,
,Homo_Holozoa_NP_733934.1_39S_ribosomal_protein_L11_mitochondrial_isoform_b,Arabidopsis_Streptophyta_AEE85963.1,,,,
,Homo_Holozoa_NP_733935.1_39S_ribosomal_protein_L11_mitochondrial_isoform_c,Arabidopsis_Streptophyta_AEE86401.1_small_subunit_ribosomal_protein_16,,,,
,Homo_Holozoa_XP_016873624.1_39S_ribosomal_protein_L11_mitochondrial_isoform_X2,Arabidopsis_Streptophyta_AEE86654.1_Ribosomal_protein_L12_family_protein,,,,
,Homo_Holozoa_NP_001305698.1_39S_ribosomal_protein_L14_mitochondrial_isoform_b,Arabidopsis_Streptophyta_AEE86821.1_Ribosomal_protein_L12-_ATP-dependent_Clp_protease_adaptor_protein_ClpS_family_protein,,,,
,Homo_Holozoa_NP_001305700.1_39S_ribosomal_protein_L14_mitochondrial_isoform_d,Arabidopsis_Streptophyta_ANM58933.1_Ribosomal_protein_L14p-L23e_family_protein,,,,
,Homo_Holozoa_NP_001305699.1_39S_ribosomal_protein_L14_mitochondrial_isoform_c,Arabidopsis_Streptophyta_ANM59826.1_Ribosomal_protein_L19_family_protein,,,,
,Homo_Holozoa_XP_016868851.1_39S_ribosomal_protein_L15_mitochondrial_isoform_X1,Arabidopsis_Streptophyta_ANM64237.1_Ribosomal_protein_L13_family_protein,,,,
,Homo_Holozoa_NP_001305746.1_39S_ribosomal_protein_L18_mitochondrial_isoform_2,Arabidopsis_Streptophyta_ANM66762.1_Ribosomal_protein_S24-S35,,,,
,Homo_Holozoa_NP_064621.3_39S_ribosomal_protein_L1_mitochondrial_precursor,Arabidopsis_Streptophyta_ANM69891.1_stress_response_NST1-like_protein,,,,
,Homo_Holozoa_NP_001014990.1_39S_ribosomal_protein_L22_mitochondrial_isoform_b,Arabidopsis_Streptophyta_ANM70483.1_Ribosomal_protein_L19_family_protein,,,,
,Homo_Holozoa_XP_006724959.1_39S_ribosomal_protein_L23_mitochondrial-like_isoform_X2,,,,,
,Homo_Holozoa_XP_006718334.1_39S_ribosomal_protein_L23_mitochondrial_isoform_X4,,,,,
,Homo_Holozoa_XP_011518578.1_39S_ribosomal_protein_L23_mitochondrial_isoform_X3,,,,,
,Homo_Holozoa_XP_011518577.1_39S_ribosomal_protein_L23_mitochondrial_isoform_X2,,,,,
,Homo_Holozoa_XP_011518575.1_39S_ribosomal_protein_L23_mitochondrial_isoform_X1,,,,,
,Homo_Holozoa_NP_817125.1_39S_ribosomal_protein_L47_mitochondrial_isoform_b,,,,,
,Homo_Holozoa_NP_001287777.1_39S_ribosomal_protein_L2_mitochondrial_isoform_2,,,,,
,Homo_Holozoa_XP_005249218.1_39S_ribosomal_protein_L2_mitochondrial_isoform_X1,,,,,
,Homo_Holozoa_NP_666500.1_39S_ribosomal_protein_L4_mitochondrial_isoform_b,,,,,
,Homo_Holozoa_XP_011526347.1_39S_ribosomal_protein_L4_mitochondrial_isoform_X1,,,,,
,Homo_Holozoa_XP_016866485.1_28S_ribosomal_protein_S10_mitochondrial_isoform_X4,,,,,
,Homo_Holozoa_XP_005249263.1_28S_ribosomal_protein_S10_mitochondrial_isoform_X3,,,,,
,Homo_Holozoa_XP_011513026.1_28S_ribosomal_protein_S10_mitochondrial_isoform_X1,,,,,
,Homo_Holozoa_XP_011513027.1_28S_ribosomal_protein_S10_mitochondrial_isoform_X2,,,,,
,Homo_Holozoa_NP_001308899.1_28S_ribosomal_protein_S11_mitochondrial_isoform_c,,,,,
,Homo_Holozoa_NP_789775.1_28S_ribosomal_protein_S11_mitochondrial_isoform_b,,,,,
,Homo_Holozoa_NP_001308901.1_28S_ribosomal_protein_S11_mitochondrial_isoform_d,,,,,
,Homo_Holozoa_XP_006717199.1_28S_ribosomal_protein_S2_mitochondrial_isoform_X1,,,,,
,Homo_Holozoa_NP_001308924.1_28S_ribosomal_protein_S5_mitochondrial_isoform_b,,,,,
,Homo_Holozoa_NP_001308925.1_28S_ribosomal_protein_S5_mitochondrial_isoform_c,,,,,
,Homo_Holozoa_XP_011509946.1_28S_ribosomal_protein_S9_mitochondrial_isoform_X1,,,,,
